Anel,Progressiva (m),Tempo total anel (s),Tempo total anel (h),Tempo escavacao anel (s),Tempo escavacao anel (h),Energia especifica (MJ/m3) (media),Velocidade de Avanco (mm/min) (media),Torque(MNm) (media),Empuxo (kN) (media),Taxa de Penetracao (mm/rev) (media),Rotacao da Cabeca de Corte (RPM) (media),Forca de Contato (kN) (media),agua Livre (L.min) (media),FER (media),FIR (%) (media),Massa de material escavado (teorica) (ton) (max),Massa de material escavado (balanca 1) (ton) (max),Diferenca  balanca 1 (ton),Massa de material escavado (balanca 2) (ton)  (max),Diferenca  balanca 2 (ton),Pressao de terra (media dos sensores) (bar) (media),Pressao de terra (S1) (bar) (media),Pressao de terra (S2)(bar) (media),Pressao de terra (S3) (bar) (media),Pressao de terra (S4) (bar) (media),Pressao de terra (S5) (bar) (media),Pressao de terra (S6) (bar) (media),Injecao de grout total (L) (max),Material Calota,Material Eixo,Material Base,Mat,Material,Composicao da frente,Materiais na frente,Torque/Forca de contato,S1-S2,S1-S3
125,10707,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ag1,3Ar1 3Ar1 3Ag1,3Ar1 3Ag1 ,3Ag 3Ar,2 ou mais,,,
126,10708.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ag1,3Ar1 3Ar1 3Ag1,3Ar1 3Ag1 ,3Ag 3Ar,2 ou mais,,,
127,10710,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ag1,3Ar1 3Ar1 3Ag1,3Ar1 3Ag1 ,3Ag 3Ar,2 ou mais,,,
128,10711.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ag1,3Ar1 3Ar1 3Ag1,3Ar1 3Ag1 ,3Ag 3Ar,2 ou mais,,,
129,10713,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ag1,3Ar1 3Ar1 3Ag1,3Ar1 3Ag1 ,3Ag 3Ar,2 ou mais,,,
130,10714.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
131,10716,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
132,10717.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
133,10719,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
134,10720.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
135,10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
136,10723.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
137,10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
138,10726.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
139,10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
140,10729.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
141,10731,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
142,10732.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
143,10734,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
144,10735.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
145,10737,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
146,10738.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
147,10740,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
148,10741.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
149,10743,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
150,10744.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
151,10746,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
152,10747.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
153,10749,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
154,10750.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
155,10752,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
156,10753.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
157,10755,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
158,10756.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
159,10758,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
160,10759.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
161,10761,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
162,10762.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
163,10764,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
164,10765.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
165,10767,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
166,10768.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
167,10770,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
168,10771.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
169,10773,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
170,10774.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ag1,3Ag1 3Ar1 3Ag1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
171,10776,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ag1,3Ag1 3Ag1 3Ag1,3Ag1,3Ag,1,,,
172,10777.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ag1,3Ag1 3Ag1 3Ag1,3Ag1,3Ag,1,,,
173,10779,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ag1,3Ag1 3Ag1 3Ag1,3Ag1,3Ag,1,,,
174,10780.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ag1,3Ag1 3Ag1 3Ag1,3Ag1,3Ag,1,,,
175,10782,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
176,10783.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
177,10785,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
178,10786.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
179,10788,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
180,10789.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
181,10791,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
182,10792.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
183,10794,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
184,10795.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
185,10797,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
186,10798.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
187,10800,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
188,10801.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
189,10803,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
190,10804.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ag1,3Ar1,3Ag1 3Ag1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
191,10806,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
192,10807.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
193,10809,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
194,10810.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
195,10812,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
196,10813.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
197,10815,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
198,10816.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
199,10818,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
200,10819.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
201,10821,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
202,10822.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
203,10824,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
204,10825.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
205,10827,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
206,10828.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
207,10830,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
208,10831.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
209,10833,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
210,10834.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
211,10836,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
212,10837.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
213,10839,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
214,10840.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
215,10842,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
216,10843.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
217,10845,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
218,10846.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
219,10848,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
220,10849.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
221,10851,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
222,10852.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
223,10854,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
224,10855.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
225,10857,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
226,10858.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
227,10860,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
228,10861.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,,,
229,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
230,10864.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
231,10866,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
232,10867.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
233,10869,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
234,10870.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
235,10872,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
236,10873.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
237,10875,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
238,10876.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
239,10878,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
240,10879.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
241,10881,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
242,10882.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
243,10884,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
244,10885.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
245,10887,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
246,10888.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
247,10890,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
248,10891.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
249,10893,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
250,10894.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
251,10896,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
252,10897.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
253,10899,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
254,10900.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
255,10902,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
256,10903.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
257,10905,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
258,10906.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
259,10908,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
260,10909.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
261,10911,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
262,10912.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
263,10914,,,,,,,,,,,,,,,,,,,,,,,,,,,,3Ag1,3Ar1,3Ar1,3Ag1 3Ar1 3Ar1,3Ag1 3Ar1,3Ag 3Ar,2 ou mais,,,
